区分,薬価基準収載医薬品コード,成分名,規格,品名,麻薬,業者名追記,Unnamed: 7,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,2329029M1027,エソメプラゾールマグネシウム水和物,１０ｍｇ１カプセル,,,,ネキシウムカプセル１０ｍｇ,アストラゼネカ,,先発品,,91.8,,
内用薬,2329029M2023,エソメプラゾールマグネシウム水和物,２０ｍｇ１カプセル,,,,ネキシウムカプセル２０ｍｇ,アストラゼネカ,,先発品,,160.1,,
内用薬,2329100B1026,プロパンテリン臭化物・クロロフィル配合剤,１ｇ,,,,メサフィリン配合散,サンノーバ,,,,6.2,,
内用薬,2329101F1065,プロパンテリン臭化物・クロロフィル配合剤,１錠,,,,メサフィリン配合錠,サンノーバ,,,,5.8,,
内用薬,2329105D1046,ピペタナート塩酸塩含有配合剤,１ｇ,,,,エピサネートＧ配合顆粒,テバ製薬,,,,7.5,,
内用薬,2329107D1096,ジサイクロミン・水酸化アルミニウム配合剤,１ｇ,,,,コランチル配合顆粒,塩野義製薬,,準先発品,○,6.2,,
内用薬,2329107D1100,ジサイクロミン・水酸化アルミニウム配合剤,１ｇ,,,,レスポリックス配合顆粒,鶴原製薬,後発品,,,5.9,,
内用薬,2329116R1041,アルギン酸ナトリウム,１ｇ,,,,アルロイドＧ顆粒溶解用６７％,カイゲンファーマ,,,,24.5,,
内用薬,2329116S1078,アルギン酸ナトリウム,１０ｍＬ,,,,サンメール内用液５％,東亜薬品,後発品,,,10.6,,
内用薬,2329116S1086,アルギン酸ナトリウム,１０ｍＬ,,,,アルクレイン内用液５％,鶴原製薬,後発品,,,7,,
内用薬,2329116S1094,アルギン酸ナトリウム,１０ｍＬ,,,,アルロイドＧ内用液５％,カイゲンファーマ,,準先発品,○,18.1,,
内用薬,2329122C1044,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,アズレミン配合細粒,ニプロ,後発品,,,6.5,,
内用薬,2329122C1052,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,アズレン・グルタミン配合細粒「ＥＭＥＣ」,サンノーバ,後発品,,,6.5,,
内用薬,2329122D1341,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,アズクレニンＳ配合顆粒,長生堂製薬,後発品,,,6.5,,
内用薬,2329122D1350,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,ウルクゾール配合顆粒,イセイ,後発品,,,6.5,,
内用薬,2329122D1376,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,グリマック配合顆粒,沢井製薬,後発品,,,6.5,,
内用薬,2329122D1384,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,セダガストン配合顆粒,協和発酵キリン,後発品,,,6.5,H27.3.31まで,
内用薬,2329122D1392,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,トーワズレン配合顆粒,東和薬品,後発品,,,6.5,,
内用薬,2329122D1406,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,ポドニンＳ配合顆粒,テバ製薬,後発品,,,6.5,,
内用薬,2329122D1414,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,マーズレンＳ配合顆粒,寿製薬,,準先発品,○,15.5,,
内用薬,2329122D1422,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,マナミンＧＡ配合顆粒,鶴原製薬,後発品,,,6.5,,
内用薬,2329122D1430,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,メサドリンＳ配合顆粒,前田薬品工業,後発品,,,6.5,,
内用薬,2329122D1449,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,ヨウズレンＳ配合顆粒,陽進堂,後発品,,,6.5,,
内用薬,2329122D1457,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,ルフレン配合顆粒,日医工,後発品,,,6.5,,
内用薬,2329122D1465,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,アズレンスルホン酸ナトリウム・Ｌ－グルタミン配合顆粒「クニヒロ」,皇漢堂製薬,後発品,,,6.5,,
内用薬,2329122D1473,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１ｇ,,,,グロリアミン配合顆粒,サンド,後発品,,,6.5,,
内用薬,2329122F1032,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１錠,,,,マーズレン配合錠１．０ＥＳ,寿製薬,,,,19.3,,
内用薬,2329122F2020,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１錠,,,,マーズレン配合錠０．５ＥＳ,寿製薬,,,,11.3,,
内用薬,2329122F3027,アズレンスルホン酸ナトリウム水和物・Ｌ－グルタミン,１錠,,,,マーズレン配合錠０．３７５ＥＳ,寿製薬,,,,9.1,,
内用薬,2329125B1034,メチオニン・メタケイ酸アルミン酸マグネシウム配合剤,１ｇ,,,,キャベジンＵコーワ配合散,興和,,,,6,,
内用薬,2331001X1010,含糖ペプシン,１０ｇ,局,,,含糖ペプシン,,,,,19.2,,
内用薬,2331003X1019,ジアスターゼ,１０ｇ,局,,,ジアスターゼ,,,,,24.6,,
内用薬,2331003X1051,ジアスターゼ,１０ｇ,局,,,ジアスターゼ「ケンエー」,健栄製薬,,,,29.9,,
内用薬,2331003X1060,ジアスターゼ,１０ｇ,局,,,ジアスターゼ「コザカイ・Ｍ」,小堺製薬,,,,28.5,,
内用薬,2331003X1094,ジアスターゼ,１０ｇ,局,,,ジアスターゼ　シオエ,シオエ製薬,,,,29.9,,
内用薬,2331003X1132,ジアスターゼ,１０ｇ,局,,,ジアスターゼ〈ハチ〉,東洋製薬化成,,,,33.5,,
内用薬,2331003X1140,ジアスターゼ,１０ｇ,局,,,ジアスターゼ「ホエイ」,マイラン製薬,,,,29.9,,
内用薬,2331003X1191,ジアスターゼ,１０ｇ,局,,※,ジアスターゼ（山善）,山善製薬,,,,26.9,,
内用薬,2331003X1205,ジアスターゼ,１０ｇ,局,,,ジアスターゼ「ヤクハン」,ヤクハン製薬,,,,29.9,H27.3.31まで,
内用薬,2331003X1230,ジアスターゼ,１０ｇ,局,,,ジアスターゼ「ニッコー」,日興製薬,,,,29.9,,
内用薬,2331003X1248,ジアスターゼ,１０ｇ,局,,,ジアスターゼ「ヒシヤマ」,ニプロ,,,,28.5,H27.3.31まで,
内用薬,2331003X1264,ジアスターゼ,１０ｇ,局,,,ジアスターゼ「ヨシダ」,吉田製薬,,,,29.9,,
内用薬,2331003X1280,ジアスターゼ,１０ｇ,局,,,ジアスターゼ原末「マルイシ」,丸石製薬,,,,29.9,,
内用薬,2331003X1299,ジアスターゼ,１０ｇ,局,,,ジアスターゼ「日医工」,日医工,,,,28.5,,
内用薬,2331005A1031,アスペルギルス属菌由来消化酵素,１ｇ,,,,タカヂアスターゼ原末,第一三共,,,,6.2,,
内用薬,2331006X1012,パンクレアチン,１ｇ,局,,,パンクレアチン,,,,,6.9,,
内用薬,2331006X1039,パンクレアチン,１ｇ,局,,,パンクレアチン「エビス」,日興製薬,,,,7.2,,
内用薬,2331006X1055,パンクレアチン,１ｇ,局,,,パンクレアチン「ケンエー」,健栄製薬,,,,7.2,,
内用薬,2331006X1063,パンクレアチン,１ｇ,局,,,パンクレアチン「三恵」,三恵薬品,,,,7.4,,
内用薬,2331006X1071,パンクレアチン,１ｇ,局,,,パンクレアチン　シオエ,シオエ製薬,,,,7.4,,
内用薬,2331006X1098,パンクレアチン,１ｇ,局,,,パンクレアチン〈ハチ〉,東洋製薬化成,,,,7.4,,
内用薬,2331006X1101,パンクレアチン,１ｇ,局,,,パンクレアチン「ホエイ」,マイラン製薬,,,,7.2,,
内用薬,2331006X1144,パンクレアチン,１ｇ,局,,※,パンクレアチン（山善）,山善製薬,,,,7.4,,
内用薬,2331006X1195,パンクレアチン,１ｇ,局,,,パンクレアチン「ヨシダ」,吉田製薬,,,,8.9,,
内用薬,2331006X1217,パンクレアチン,１ｇ,局,,,パンクレアチン原末「マルイシ」,丸石製薬,,,,7.2,,
内用薬,2331007D1029,パンクレリパーゼ,３００ｍｇ１包,,,,リパクレオン顆粒３００ｍｇ分包,アボットジャパン,,先発品,,60.7,,
内用薬,2331007M1029,パンクレリパーゼ,１５０ｍｇ１カプセル,,,,リパクレオンカプセル１５０ｍｇ,アボットジャパン,,先発品,,32.5,,
内用薬,2332001X1017,乾燥酵母,１０ｇ,局,,,乾燥酵母,,,,,24.8,,
内用薬,2332001X1068,乾燥酵母,１０ｇ,局,,,乾燥酵母「ホエイ」,マイラン製薬,,,,35.1,,
内用薬,2332001X1076,乾燥酵母,１０ｇ,局,,※,乾燥酵母（山善）,山善製薬,,,,30.1,,
内用薬,2332001X1084,乾燥酵母,１０ｇ,局,,,乾燥酵母エビオス,アサヒフードアンドヘルスケア,,,,39,,
内用薬,2333001X1014,苦味チンキ,１０ｍＬ,局,,,苦味チンキ,,,,,17.4,,
内用薬,2333001X1111,苦味チンキ,１０ｍＬ,局,,,苦味チンキ〈ハチ〉,東洋製薬化成,,,,18.5,,
内用薬,2333001X1154,苦味チンキ,１０ｍＬ,局,,,苦味チンキＦＭ,フヂミ製薬所,,,,18.5,,
内用薬,2333001X1162,苦味チンキ,１０ｍＬ,局,,,苦味チンキ「マルイシ」,丸石製薬,,,,18.7,,
内用薬,2333001X1227,苦味チンキ,１０ｍＬ,局,,,苦味チンキ「ニッコー」,日興製薬,,,,18.5,,
内用薬,2333001X1286,苦味チンキ,１０ｍＬ,局,,,苦味チンキ「東豊」,東豊薬品,,,,18.7,,
内用薬,2333002X1019,コンズランゴ流エキス,１ｍＬ,局,,,コンズランゴ流エキス,,,,,18.1,,
内用薬,2333003B1059,センブリ,１ｇ,,,※,センブリ散（丸石）,丸石製薬,,,,6.3,,
内用薬,2333004Q1013,トウヒ,１０ｍＬ,局,,,トウヒシロップ,,,,,13.3,,
内用薬,2333004S1010,トウヒチンキ,１ｍＬ,局,,,トウヒチンキ,,,,,5.2,,
内用薬,2333005B1015,ホミカエキス,１ｇ,局,,,ホミカエキス散,,,,,7.2,,
内用薬,2333005B1139,ホミカエキス,１ｇ,局,,,ホミカエキス散「ニッコー」,日興製薬,,,,7.6,,
内用薬,2333005X1012,ホミカエキス,１ｇ,局,,,ホミカエキス,,,,,11.4,,
内用薬,2333006X1017,ホミカチンキ,１０ｍＬ,局,,,ホミカチンキ,,,,,42.2,,
内用薬,2334001X1011,ケイヒ油,１ｍＬ,局,,,ケイヒ油,,,,,10.5,,
内用薬,2335001X1019,希塩酸,１０ｍＬ,局,,,希塩酸,,,,,8.8,,
内用薬,2339003B1184,β－ガラクトシダーゼ（アスペルギルス）,５０％１ｇ,,,,ラクチーム散５０％,わかもと製薬,後発品,,,18.3,H27.3.31まで,
内用薬,2339003B1192,β－ガラクトシダーゼ（アスペルギルス）,５０％１ｇ,,,,ガランターゼ散５０％,田辺三菱製薬,,先発品,○,43.3,,
内用薬,2339003B1206,β－ガラクトシダーゼ（アスペルギルス）,５０％１ｇ,,,,カラシミーゼ散５０％,鶴原製薬,後発品,,,18.3,,
内用薬,2339003D1029,β－ガラクトシダーゼ（アスペルギルス）,５０％１ｇ,,,,オリザチーム顆粒,ヤクルト本社,後発品,,,37.2,,
内用薬,2339004C1036,β－ガラクトシダーゼ（ペニシリウム）,５０％１ｇ,,,,ミルラクト細粒５０％,高田製薬,,先発品,,69.4,,
内用薬,2339101B1027,炭酸水素ナトリウム・ニガキ,１ｇ,,,,健胃散「スズ」,鈴粉末薬品,,,,6.2,,
内用薬,2339101B1035,炭酸水素ナトリウム・ニガキ,１ｇ,,,,健栄の健胃散,健栄製薬,,,,6.2,,
内用薬,2339105X1022,炭酸水素ナトリウム・ゲンチアナ末配合剤,１ｇ,,,,重散,三恵薬品,後発品,,,6.2,,
内用薬,2339105X1030,炭酸水素ナトリウム・ゲンチアナ末配合剤,１ｇ,,,,ビットサン,本草製薬,,,,6.2,,
内用薬,2339106B1011,センブリ・重曹,１ｇ,局,,,センブリ・重曹散,,,,,6.9,,
内用薬,2339106B1054,センブリ・重曹,１ｇ,局,,,日粉センブリ・重曹散Ｎ,日本粉末薬品,,,,7.2,,
内用薬,2339106B1089,センブリ・重曹,１ｇ,局,,,センブリ・重曹散「ケンエー」,健栄製薬,,,,7.2,,
内用薬,2339106B1100,センブリ・重曹,１ｇ,局,,,センブリ・重曹散　シオエ,シオエ製薬,,,,8,,
内用薬,2339106B1143,センブリ・重曹,１ｇ,局,,,センブリ・重曹散「マルイシ」,丸石製薬,,,,7.5,,
内用薬,2339106B1160,センブリ・重曹,１ｇ,局,,,センブリ・重曹散「メタル」,中北薬品,,,,8.4,,
内用薬,2339106B1178,センブリ・重曹,１ｇ,局,,,センブリ・重曹散「ヤクハン」,ヤクハン製薬,,,,7.5,H27.3.31まで,
内用薬,2339106B1194,センブリ・重曹,１ｇ,局,,,センブリ・重曹散「ヨシダ」,吉田製薬,,,,7.5,,
内用薬,2339106B1216,センブリ・重曹,１ｇ,局,,,センブリ・重曹散「ＪＧ」,日本ジェネリック,,,,8,,
内用薬,2339107X1021,炭酸水素ナトリウム・ゲンチアナ末配合剤,１ｇ,,,,ビアサン,本草製薬,,,,6.2,,
内用薬,2339108F1101,センブリ・重曹,１錠,,,,健胃配合錠「ＹＤ」,陽進堂,,,,5.8,,
内用薬,2339113D1039,サナクターゼ配合剤,１ｇ,,,,エクセラーゼ配合顆粒,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,10.1,,
内用薬,2339114F1034,サナクターゼ配合剤,１錠,,,,エクセラーゼ配合錠,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,5.6,,
内用薬,2339114M1033,サナクターゼ配合剤,１カプセル,,,,エクセラーゼ配合カプセル,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,5.6,,
内用薬,2339137D1034,納豆菌配合消化酵素製剤,１ｇ,,,,コンクチームＮ配合顆粒,エムジーファーマ,後発品,,,6.2,,
内用薬,2339149M1045,ジアスターゼ配合剤,１カプセル,,,,タフマックＥ配合カプセル,小野薬品工業,,,,6.5,,
内用薬,2339150D1030,ジアスターゼ配合剤,１ｇ,,,,タフマックＥ配合顆粒,小野薬品工業,,,,11.8,,
内用薬,2339159M1030,ビオヂアスターゼ１０００配合剤,１カプセル,,,,フェルターゼ配合カプセル,佐藤薬品工業,後発品,,,5.9,,
内用薬,2339161P1042,ビオヂアスターゼ１０００配合剤,１カプセル,,,,フェンラーゼ配合カプセル,日医工,後発品,,,5.6,,
内用薬,2339163D1037,膵臓性消化酵素配合剤,１ｇ,,,,ベリチーム配合顆粒,塩野義製薬,,,,12.7,,
内用薬,2339165D1028,ヒロダーゼ配合剤,１ｇ,,,,ポリトーゼ顆粒,武田薬品工業,,,,15.1,,
内用薬,2339166M1022,ヒロダーゼ配合剤,１カプセル,,,,ポリトーゼカプセル,武田薬品工業,,,,8.1,,
内用薬,2339177B1038,タカヂアスターゼ・生薬配合剤,１ｇ,,,,Ｓ・Ｍ配合散,第一三共エスファ,,,,6.2,,
内用薬,2339178B1040,ジアスターゼ・生薬配合剤,１ｇ,,,,ＨＭ散,小西製薬,後発品,,,5.6,,
内用薬,2339178B1075,ジアスターゼ・生薬配合剤,１ｇ,,,,ＮＩＭ配合散,日医工,後発品,,,5.6,,
内用薬,2339178B1083,ジアスターゼ・生薬配合剤,１ｇ,,,,ＯＭ配合散,日医工ファーマ,後発品,,,5.6,,
内用薬,2339179B1037,ビオヂアスターゼ・生薬配合剤,１ｇ,,,,マナミンＴＭ散,鶴原製薬,後発品,,,6.2,,
内用薬,2339180B1030,ジアスターゼ・生薬配合剤,１ｇ,,,,ＦＫ配合散,扶桑薬品工業,,,,6.2,,
内用薬,2339181B1034,ビオヂアスターゼ・生薬配合剤,１ｇ,,,,Ｍ・Ｍ配合散,日新製薬（山形）,,,,6.2,,
内用薬,2339185B1024,ジアスターゼ・生薬配合剤,１ｇ,,,,ＫＭ散,東和薬品,,,,6.2,,
内用薬,2339188B1036,ジアスターゼ・生薬配合剤,１ｇ,,,,ＴＭ配合散,マイラン製薬,,,,6.2,,
内用薬,2339189B1065,ジアスターゼ・生薬配合剤,１ｇ,,,,ピーマーゲン配合散,昭和薬品化工,後発品,,,6.2,,
内用薬,2339193B1029,ビオヂアスターゼ・生薬配合剤,１ｇ,,,,ＹＭ散「イセイ」,イセイ,,,,6.2,,
内用薬,2339195X1025,ロートエキス・ゲンチアナ末配合剤,１ｇ,,,,ベルサン,本草製薬,,,,6.2,,
内用薬,2339206F1062,ビオヂアスターゼ１０００配合剤,１錠,,,,サニアーゼ配合錠,イセイ,後発品,,,5.6,,
内用薬,2339206F1070,ビオヂアスターゼ１０００配合剤,１錠,,,,アリーゼＳ配合錠,前田薬品工業,後発品,,,5.6,,
内用薬,2339209M1022,ビオヂアスターゼ２０００配合剤,１カプセル,,,,ケイラーゼＡカプセル,三恵薬品,後発品,,,5.6,,
内用薬,2339225D1048,ビオヂアスターゼ２０００配合剤,１ｇ,,,,ヨウラーゼＥ配合顆粒,陽進堂,後発品,,,8.8,,
内用薬,2339226D1026,ビオヂアスターゼ２０００配合剤,１ｇ,,,,ケイラーゼＳ顆粒,三恵薬品,後発品,,,10.7,,
内用薬,2339229D1038,ビオヂアスターゼ２０００配合剤,１ｇ,,,,ハイフル配合顆粒,丸石製薬,後発品,,,10.7,,
内用薬,2339230D1030,ビオヂアスターゼ２０００配合剤,１ｇ,,,,パスターゼＳＡ配合顆粒,長生堂製薬,後発品,,,10.7,,
内用薬,2339234F1030,ビオヂアスターゼ２０００配合剤,１錠,,,,エンテラーゼ配合錠,前田薬品工業,後発品,,,5.6,,
内用薬,2339235F1034,ビオヂアスターゼ２０００配合剤,１錠,,,,オーネスＳＴ配合錠,鶴原製薬,後発品,,,5.6,,
内用薬,2339241F1048,ビオヂアスターゼ２０００配合剤,１錠,,,,タンチパン配合錠,テバ製薬,後発品,,,5.4,H27.3.31まで,
内用薬,2339241F1056,ビオヂアスターゼ２０００配合剤,１錠,,,,ボルトミー配合錠,全星薬品工業,後発品,,,5.4,,
内用薬,2339244M1032,ビオヂアスターゼ２０００配合剤,１カプセル,,,,オーネスＳＰ配合カプセル,鶴原製薬,後発品,,,5.6,,
内用薬,2339251M1032,ビオヂアスターゼ１０００配合剤,１カプセル,,,,ネオ・エフラーゼ配合カプセル,シオエ製薬,後発品,,,5.6,,
内用薬,2339255M1030,ビオヂアスターゼ２０００配合剤,１カプセル,,,,オーネスＳＺ配合カプセル,鶴原製薬,後発品,,,5.6,H27.3.31まで,
内用薬,2339262D1030,ビオヂアスターゼ２０００配合剤,１ｇ,,,,オーネスＮ配合顆粒,鶴原製薬,後発品,,,18.5,,
内用薬,2339263B1034,ビオヂアスターゼ・生薬配合剤,１ｇ,,,,ＭＭＤ配合散,吉田製薬,後発品,,,6.2,,
内用薬,2339264B1039,カンゾウ末配合剤,１ｇ,,,,エヌ・エス配合散,日新製薬（山形）,後発品,,,6.2,,
内用薬,2339265F1027,ビオヂアスターゼ２０００配合剤,１錠,,,,マックターゼ配合錠,沢井製薬,後発品,,,5.6,,
内用薬,2339266B1020,カンゾウ末配合剤,１ｇ,,,,つくしＡ・Ｍ配合散,富山化学工業,,,,6.2,,
内用薬,2343001X1010,合成ケイ酸アルミニウム,１０ｇ,局,,,合成ケイ酸アルミニウム,,,,,21.6,,
内用薬,2343001X1118,合成ケイ酸アルミニウム,１０ｇ,局,,※,合成ケイ酸アルミニウム（山善）,山善製薬,,,,24,,
内用薬,2343001X1134,合成ケイ酸アルミニウム,１０ｇ,局,,,アルミワイス,マイラン製薬,,,,24,,
内用薬,2343001X1185,合成ケイ酸アルミニウム,１０ｇ,局,,,合成ケイ酸アルミ「ヨシダ」,吉田製薬,,,,22.7,,
内用薬,2343001X1223,合成ケイ酸アルミニウム,１０ｇ,局,,,合成ケイ酸アルミニウム「ニッコー」,日興製薬,,,,22.7,,
内用薬,2343001X1231,合成ケイ酸アルミニウム,１０ｇ,局,,,合成ケイ酸アルミニウム原末「マルイシ」,丸石製薬,,,,24,,
内用薬,2343002X1015,天然ケイ酸アルミニウム,１０ｇ,局,,,天然ケイ酸アルミニウム,,,,,10.9,,
内用薬,2343005C1017,乾燥水酸化アルミニウムゲル,１ｇ,局,,,乾燥水酸化アルミニウムゲル細粒,,,,,6.9,,
内用薬,2343005C1114,乾燥水酸化アルミニウムゲル,１ｇ,局,,,乾燥水酸化アルミニウムゲル細粒「ヒシヤマ」,ニプロ,,,,7.2,H27.3.31まで,
内用薬,2343005C1173,乾燥水酸化アルミニウムゲル,１ｇ,局,,※,アルミゲル細粒９９％（中外）,中外製薬,,,,7.7,,
内用薬,2343005X1019,乾燥水酸化アルミニウムゲル,１ｇ,局,,,乾燥水酸化アルミニウムゲル,,,,,6.9,,
内用薬,2343005X1078,乾燥水酸化アルミニウムゲル,１ｇ,局,,,乾燥水酸化アルミニウムゲル「ニッコー」,日興製薬,,,,7.2,,
内用薬,2343005X1108,乾燥水酸化アルミニウムゲル,１ｇ,局,,,乾燥水酸化アルミニウムゲル原末「マルイシ」,丸石製薬,,,,7.2,,
内用薬,2344001X1018,ケイ酸マグネシウム,１０ｇ,局,,,ケイ酸マグネシウム,,,,,6.9,,
内用薬,2344002X1012,酸化マグネシウム,１０ｇ,局,,,酸化マグネシウム,,,,,6.9,,
内用薬,2344002X1055,酸化マグネシウム,１０ｇ,局,,,重質酸化マグネシウム「ケンエー」,健栄製薬,,,,15.1,,
内用薬,2344002X1063,酸化マグネシウム,１０ｇ,局,,,酸化マグネシウム「コザカイ・Ｍ」,小堺製薬,,,,15.1,,
内用薬,2344002X1071,酸化マグネシウム,１０ｇ,局,,,重質酸化マグネシウム「三恵」,三恵薬品,,,,10.1,,
内用薬,2344002X1080,酸化マグネシウム,１０ｇ,局,,,重質酸化マグネシウム　シオエ,シオエ製薬,,,,11.1,,
内用薬,2344002X1098,酸化マグネシウム,１０ｇ,局,,,重質酸化マグネシウム〈ハチ〉,東洋製薬化成,,,,13.3,,
内用薬,2344002X1101,酸化マグネシウム,１０ｇ,局,,※,酸化マグネシウム（東海製薬）,東海製薬,,,,10.1,,
内用薬,2344002X1136,酸化マグネシウム,１０ｇ,局,,,重質酸化マグネシウム「ホエイ」,マイラン製薬,,,,11.1,,
内用薬,2344002X1179,酸化マグネシウム,１０ｇ,局,,※,酸化マグネシウム（山善）,山善製薬,,,,11.1,,
内用薬,2344002X1217,酸化マグネシウム,１０ｇ,局,,,酸化マグネシウム「ニッコー」,日興製薬,,,,9.2,,
内用薬,2344002X1241,酸化マグネシウム,１０ｇ,局,,,重カマ「ヨシダ」,吉田製薬,,,,15.1,,
内用薬,2344002X1284,酸化マグネシウム,１０ｇ,局,,,重カマ「ヤクハン」,ヤクハン製薬,,,,11.1,H27.3.31まで,
内用薬,2344002X1314,酸化マグネシウム,１０ｇ,局,,,酸化マグネシウム「ＪＧ」,日本ジェネリック,,,,10.1,,
内用薬,2344002X1322,酸化マグネシウム,１０ｇ,局,,,酸化マグネシウム原末「マルイシ」,丸石製薬,,,,15.1,,
内用薬,2344002X1330,酸化マグネシウム,１０ｇ,局,,,重質酸化マグネシウム「ＮｉｋＰ」,日医工,,,,11.1,,
内用薬,2344002X1349,酸化マグネシウム,１０ｇ,局,,,酸化マグネシウム「ＮＰ」原末,ニプロ,,,,15.1,,
内用薬,2344003F1038,水酸化マグネシウム,３５０ｍｇ１錠,,,,ミルマグ錠３５０ｍｇ,エムジーファーマ,,,,5.6,,
内用薬,2344003S2024,水酸化マグネシウム,７．２％１０ｍＬ,,,,ミルマグ内用懸濁液７．２％,エムジーファーマ,,,,18.5,,
内用薬,2344004X1011,炭酸水素ナトリウム,１０ｇ,局,,,炭酸水素ナトリウム,,,,,7.2,,
内用薬,2344004X1119,炭酸水素ナトリウム,１０ｇ,局,,,炭酸水素ナトリウム　シオエ,シオエ製薬,,,,8.7,,
内用薬,2344004X1178,炭酸水素ナトリウム,１０ｇ,局,,,炭酸水素ナトリウム〈ハチ〉,東洋製薬化成,,,,7.4,,
内用薬,2344004X1224,炭酸水素ナトリウム,１０ｇ,局,,,重曹「ホエイ」,マイラン製薬,,,,7.4,,
内用薬,2344004X1305,炭酸水素ナトリウム,１０ｇ,局,,,重曹「ヒシヤマ」,ニプロ,,,,7.4,H27.3.31まで,
内用薬,2344004X1402,炭酸水素ナトリウム,１０ｇ,局,,,炭酸水素ナトリウム「ヨシダ」,吉田製薬,,,,9.5,,
内用薬,2344005F1045,炭酸水素ナトリウム,５００ｍｇ１錠,,,,重曹錠５００ｍｇ「マイラン」,マイラン製薬,後発品,,,5.6,,
内用薬,2344006X1053,炭酸マグネシウム,１０ｇ,局,,,炭酸マグネシウム「ケンエー」,健栄製薬,,,,13.7,,
内用薬,2344006X1134,炭酸マグネシウム,１０ｇ,局,,※,炭酸マグネシウム（山善）,山善製薬,,,,12,,
内用薬,2344006X1169,炭酸マグネシウム,１０ｇ,局,,,炭酸マグネシウム「ニッコー」,日興製薬,,,,12,,
内用薬,2344006X1223,炭酸マグネシウム,１０ｇ,局,,,重質炭酸マグネシウム「日医工」,日医工,,,,12,,
内用薬,2344007X1015,沈降炭酸カルシウム,１０ｇ,局,,,沈降炭酸カルシウム,,,,,7.2,,
内用薬,2344007X1031,沈降炭酸カルシウム,１０ｇ,局,,,沈降炭酸カルシウム「ケンエー」,健栄製薬,,,,9.5,,
内用薬,2344007X1058,沈降炭酸カルシウム,１０ｇ,局,,,沈降炭酸カルシウム「コザカイ・Ｍ」,小堺製薬,,,,8.6,,
内用薬,2344007X1082,沈降炭酸カルシウム,１０ｇ,局,,※,沈降炭酸カルシウム（山善）,山善製薬,,,,7.8,,
内用薬,2344007X1104,沈降炭酸カルシウム,１０ｇ,局,,,沈降炭酸カルシウム恵美須,恵美須薬品化工,,,,9.5,,
内用薬,2344007X1155,沈降炭酸カルシウム,１０ｇ,局,,,沈降炭酸カルシウム「ヨシダ」,吉田製薬,,,,9.5,,
内用薬,2344008F1049,沈降炭酸カルシウム,５００ｍｇ１錠,局,,,炭カル錠「タイヨー」５００,テバ製薬,後発品,,,5.8,H27.3.31まで,
内用薬,2344008F1057,沈降炭酸カルシウム,５００ｍｇ１錠,局,,,炭カル錠「ヨシダ」５００ｍｇ,吉田製薬,後発品,,,5.8,,
内用薬,2344008F1065,沈降炭酸カルシウム,５００ｍｇ１錠,局,,,炭カル錠５００「ＫＮ」,小林化工,後発品,,,5.8,,
内用薬,2344008F1081,沈降炭酸カルシウム,５００ｍｇ１錠,局,,,炭カル錠５００ｍｇ「旭化成」,旭化成ファーマ,後発品,,,5.8,,
内用薬,2344008F2029,沈降炭酸カルシウム,２５０ｍｇ１錠,局,,,炭カル錠「ヨシダ」２５０ｍｇ,吉田製薬,後発品,,,5.8,,
内用薬,2344009C1020,酸化マグネシウム,８３％１ｇ,,,,マグラックス細粒８３％,吉田製薬,後発品,,,13.4,,
内用薬,2344009C1039,酸化マグネシウム,８３％１ｇ,,,,酸化マグネシウム細粒８３％「ケンエー」,健栄製薬,後発品,,,13.4,,
内用薬,2344009C1047,酸化マグネシウム,８３％１ｇ,,,,酸化マグネシウム細粒８３％〈ハチ〉,東洋製薬化成,後発品,,,13.4,,
内用薬,2344009C1055,酸化マグネシウム,８３％１ｇ,,,,マグミット細粒８３％,協和化学工業,後発品,,,13.4,,
